sim_manufacturer_id,sim_manufacturer_name,sim_manufacturer_address1,sim_manufacturer_external_code,sim_manufacturer_code,sim_manufacturer_state,extraction_timestamp,date,history_date
9148562637813674698,G&D,NULL,NULL,1,Active,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
