ticket_type_id,ticket_type_value,abbreviation,category_code,internal_ticket_code,extraction_timestamp,date,history_date
9135917573413250212,Facility Alarm,LCA,NULL,10018,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250216,Network Failure,NWF,NULL,10022,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250227,Call Blocking Not Working,MEM,NULL,11013,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250229,Call Forwarding Not Working,MEM,NULL,11015,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250234,Cannot Setup UniqueRing ID,MEM,NULL,11020,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250235,Caller ID Block Not Working PerLine,MEM,NULL,11021,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250239,Data Trouble Group,NTR,NULL,12000,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250245,Delay,DEL,NULL,12006,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250251,No Carrier,NCR,NULL,12012,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250252,Not Polling,NPL,NULL,12013,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250253,Data Framing Errors,DFE,NULL,12014,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250257,Streamer,STR,NULL,12018,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250258,Out Of Specification,OOS,NULL,12019,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250259,Cannot Run To CSU,CRC,NULL,12020,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250266,Cross Modulation,XMD,NULL,12027,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250272,Voice Equipment,VOI,NULL,13001,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250273,Data Equipment,DAT,NULL,13002,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250278,Light Burned Out,LBO,NULL,14001,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250285,Modem,MOD,NULL,14008,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250295,Custom Call Feature Do Not Work,CCS,NULL,15003,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250300,Release Ckt Requested By EC,RFE,NULL,15008,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250307,Routine Test Failure,RTF,NULL,15015,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250316,recoveryReport,OTH,NULL,16001,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250318,aNITimeout,OTH,NULL,17001,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250319,extraDigit,OTH,NULL,17002,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250325,partialDialTimeout,OTH,NULL,17008,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261027613829700,Fixed internet service,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261232013829960,Make Call Problem,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261282713830124,Wrong number reached,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261593613830360,Mobile Internet problems,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261696713830318,Wrong number reached,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261916113830640,General,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261916213830640,Cabling,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
