customer_ref,account_num,subs_id,otc_seq,otc_dtm,bill_dtm,actual_bill_dtm,bill_version,bpi_id,productoffering_id,productoffering_name,tariff_plan_id,tariff_plan_name,customer_category_id,customer_category_value,otc_status_id,otc_status_value,otc_mny,cps_id,cps_name,created_dtm,geneva_user_ora,realtime_charge_boo,revenue_code_id,revenue_code_value,receivable_class_id,receivable_class_name,otc_class_id,otc_class_value,domain_id,otc_label,service_address_seq,product_seq,budget_centre_seq,bill_seq,rev_recognition_class_id,otc_txt,cancelled_txt,originating_bill_seq,originating_bill_version,otc_installment_seq,installment_number,termination_dtm,product_quantity,previous_otc_mny,revenue_start_dat,revenue_end_dat,upre_seq,domain_group_id,actual_mny,otc_tax_mny,disc_id_applied_on_otc_create,precalc_disc_amount_on_otc,discounted_otc_on_creation_boo,alt_currency_code,alt_currency_otc_mny,rtpc_otc_lines_tax_mny,currency_conversion_ref_dat,otc_value,prepaid_installment_boo,extraction_timestamp,date,history_date
1000164875,2000164555,NULL,918,2020-11-11 18:14:18,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 18:14:18,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,706616996,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164962,2000164660,NULL,1102,2020-11-16 15:42:02,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-16 15:42:02,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,289199670,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165061,2000164798,NULL,1204,2020-11-18 16:32:48,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-18 16:32:48,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,237778253,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165160,2000164921,NULL,1303,2020-11-19 18:10:48,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-19 18:10:48,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,511537968,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165159,2000164922,NULL,1302,2020-11-19 18:10:26,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-19 18:10:26,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,111820209,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165283,2000165054,NULL,1308,2020-11-19 21:50:14,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-19 21:50:14,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,873532787,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165431,2000165252,NULL,1401,2020-11-23 13:57:21,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 13:57:21,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,78170326,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165433,2000165253,NULL,1402,2020-11-23 13:57:21,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 13:57:21,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,346361721,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165514,2000165337,NULL,1408,2020-11-23 15:12:46,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 15:12:46,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,94665516,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165527,2000165351,NULL,1413,2020-11-23 15:34:32,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 15:34:32,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,65223366,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165530,2000165354,NULL,1414,2020-11-23 15:36:24,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 15:36:24,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,659317842,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165534,2000165358,NULL,1415,2020-11-23 15:43:34,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,10000,10003,Oman,2020-11-23 15:43:34,ECAUSER,F,200000036,200000036,10001,Default,1,One-time Charge.,926226755,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Change SIM Fee Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,NULL,2,2020-11-04 09:14:55,2020-11-26 00:00:00,2020-11-26 09:25:22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 09:14:55,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,150722160,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
