status_id,status_value,attr_type_def_id
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
9135888560413426588,6#F4B007$Pending Activation,9135888560413426583
9135888560413426589,6#5AC568$Active,9135888560413426583
9135888560413426591,6#BCBCBC$Former,9135888560413426583
9135888560413426586,6#FFFFFF$Prospect,9135888560413426583
9135888560413426587,6#FF3333$Lost Prospect,9135888560413426583
