event_discount_id,catalogue_change_id,discount_value,discount_desc,summation_attr_num_id,summation_attr_num_value,marginal_discount_boo,bonus_scheme_id,periodic_only_boo,revenue_code_id,assessment_aggregation_level_id,assessment_aggregation_level_value,discounting_aggregation_level_id,discounting_aggregation_level_value,assessment_event_type_id,discounting_event_type_id,assessment_filter_id,discounting_filter_id,pro_rating_boo,discount_period,discount_period_units_id,discount_period_units_value,parametric_boo,aggregation_unit_value,aggregation_rate_multiplier,aggregation_rate_units,synchronise_boo,rating_carry_over_boo,max_carry_over_num,discount_type_id,discount_type_value,priority_num,filter_set_id,filter_set_value,disc_act_thold_set_id,rating_assessment_criteria_id,rating_assessment_criteria_value,include_post_term_boo,rating_accumulate_boo,disc_distribution_boo,amount_per_unit_boo,discount_summation_attr_num_id,discount_summation_attr_num_value,discount_sum_multiplier,discount_sum_value,period_maximum_mny,reset_counter_boo,store_qualifying_usage_boo,apply_until_expired_boo,allocate_full_periods_boo,allocation_period,allocation_period_units_id,allocation_period_units_value,perm_override_enable_rule_id,perm_override_enable_rule_value,temp_override_enable_rule_id,temp_override_enable_rule_value,keep_periods,initial_bonus_award,initial_bonus_reason_id,initial_counter_usage,period_priority_strategy_id,period_priority_strategy_value,cost_per_1000_units_mny,lc_profile_id,shared_discount_boo,merge_buckets_boo,dynamic_discount_boo,otc_id,dynamic_allocation_rule_id,dynamic_allocation_rule_value,max_num_buckets,allied_discounts_group_id,charge_cash_bundles_boo,net_charge_boo,no_further_discounts_boo,no_further_assessment_boo,discount_pct_granularity,additional_validity_mode,additional_priority_num,ocs_insession_action_type,negotiable_discount_boo,min_discount_pct,max_discount_pct,min_discount_mny,max_discount_mny,shrd_lookup_threshold_value,threshold_assesment_criteria_id,threshold_assesment_criteria_value,disc_status_action_set_id,rounding_unit_size,discount_rounding_type,extraction_timestamp,date,history_date
80,6,Monthly Subscription FREE for 3-months_M,100% Off for 3M,0,Event cost.,F,NULL,F,300000018,8,Subscription.,8,Subscription.,-999947,-999947,236,236,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
85,6,Promo OR2 Off Monthly Subscription For 6,2 OMR Off for 6M,0,Event cost.,F,NULL,F,300000029,8,Subscription.,8,Subscription.,-999947,-999947,251,251,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
86,6,Get 25% Off First Monthly Subscription_M,25% Off for 1M,0,Event cost.,F,NULL,F,300000004,8,Subscription.,8,Subscription.,-999947,-999947,254,254,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
64,6,Get 25% Off Monthly Subscription_Mobile ,25% Off for 1M,0,Event cost.,F,NULL,F,300000019,8,Subscription.,8,Subscription.,-999947,-999947,188,188,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
69,6,Get OR5 Off First Monthly Subscription_M,5 OMR Off for 1M,0,Event cost.,F,NULL,F,300000009,8,Subscription.,8,Subscription.,-999947,-999947,203,203,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
70,6,Promo OR5 Off Monthly Subscription For 1,5 OMR Off for 12M,0,Event cost.,F,NULL,F,300000030,8,Subscription.,8,Subscription.,-999947,-999947,206,206,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
79,6,Get 50% Off Monthly Subscription_Mobile ,50% Off for 1M,0,Event cost.,F,NULL,F,300000020,8,Subscription.,8,Subscription.,-999947,-999947,233,233,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
63,6,Get OR2 Off Monthly Subscription For 3-m,2 OMR Off for 3M,0,Event cost.,F,NULL,F,300000013,8,Subscription.,8,Subscription.,-999947,-999947,185,185,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
68,6,Get OR3 Off Monthly Subscription For 2-m,3 OMR Off for 2M,0,Event cost.,F,NULL,F,300000011,8,Subscription.,8,Subscription.,-999947,-999947,200,200,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
81,6,Get 10% Off Monthly Subscription For 12-,10% Off for 12M,0,Event cost.,F,NULL,F,300000008,8,Subscription.,8,Subscription.,-999947,-999947,239,239,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
84,6,Get OR10 Off First Monthly Subscription_,10 OMR Off for 1M,0,Event cost.,F,NULL,F,300000010,8,Subscription.,8,Subscription.,-999947,-999947,248,248,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
88,6,Promo 10% Off Monthly Subscription For 1,10% Off for 12M,0,Event cost.,F,NULL,F,300000023,8,Subscription.,8,Subscription.,-999947,-999947,260,260,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
62,6,Get OR5 Off Monthly Subscription For 12-,5 OMR Off for 12M,0,Event cost.,F,NULL,F,300000015,8,Subscription.,8,Subscription.,-999947,-999947,182,182,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
72,6,1st Monthly Subscription FREE_Mobile Pos,100% Off for 1M,0,Event cost.,F,NULL,F,300000001,8,Subscription.,8,Subscription.,-999947,-999947,212,212,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
73,6,Get OR5 Off Monthly Subscription_Mobile ,5 OMR Off for 1M,0,Event cost.,F,NULL,F,300000024,8,Subscription.,8,Subscription.,-999947,-999947,215,215,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
76,6,Promo OR3 Off Monthly Subscription For 2,3 OMR Off for 2M,0,Event cost.,F,NULL,F,300000026,8,Subscription.,8,Subscription.,-999947,-999947,224,224,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
77,6,1 x Monthly Subscription FREE_Mobile Pos,100% Off for 1M,0,Event cost.,F,NULL,F,300000016,8,Subscription.,8,Subscription.,-999947,-999947,227,227,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
83,6,Get OR5 Off Monthly Subscription For 2-m,5 OMR Off for 2M,0,Event cost.,F,NULL,F,300000012,8,Subscription.,8,Subscription.,-999947,-999947,245,245,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
87,6,2nd Monthly Subscription FREE_Mobile Pos,100% Off on 2M,0,Event cost.,F,NULL,F,300000002,8,Subscription.,8,Subscription.,-999947,-999947,257,257,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
90,6,Promo OR5 Off Monthly Subscription For 2,5 OMR Off for 2M,0,Event cost.,F,NULL,F,300000027,8,Subscription.,8,Subscription.,-999947,-999947,266,266,T,1,M,Months.,F,NULL,NULL,NULL,T,NULL,NULL,3,Post-itemization.,1,3,Product only.,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,NULL,NULL,NULL,0,None,0,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-30 19:03:55,2020-11-30,2020-11-30-19-03-55
