range_name,range_id,parent_range_id,first_number,last_number,own_first_number,own_last_number,pn_pool_id,pn_pool_name,extraction_timestamp,date,history_date
75 11 0000 - 9999,9156806932513867400,9156806935813867300,75110000,75119999,0000,9999,NULL,NULL,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
